Accession	Begin	End	Chromosome	Orientation	Name	Symbol	Gene ID	Gene Type	Transcripts accession	Transcript name	Protein accession	Protein name	Protein length	Locus tag
NZ_SPNK01000001.1	222	1589		plus	SseB family protein		64262779	protein-coding			WP_135009712.1	SseB family protein	455	E4P33_RS00005
NZ_SPNK01000001.1	1832	3355		minus	catalase		64262780	protein-coding			WP_124109484.1	catalase	507	E4P33_RS00010
NZ_SPNK01000001.1	3403	3876		minus	Fur family transcriptional regulator		64262781	protein-coding			WP_047978434.1	Fur family transcriptional regulator	157	E4P33_RS00015
NZ_SPNK01000001.1	4408	6099		plus	sigma-70 family RNA polymerase sigma factor		64262782	protein-coding			WP_124109483.1	sigma-70 family RNA polymerase sigma factor	563	E4P33_RS00020
NZ_SPNK01000001.1	6248	7144		plus	zinc metalloprotease HtpX	htpX	64262783	protein-coding			WP_124109482.1	zinc metalloprotease HtpX	298	E4P33_RS00025
NZ_SPNK01000001.1	7324	7815		minus	YajQ family cyclic di-GMP-binding protein		64262784	protein-coding			WP_019309699.1	YajQ family cyclic di-GMP-binding protein	163	E4P33_RS00030
NZ_SPNK01000001.1	7871	8752		minus	hypothetical protein		64262785	protein-coding			WP_019309698.1	hypothetical protein	293	E4P33_RS00035
NZ_SPNK01000001.1	9137	9218		plus	tRNA-Tyr		64262786	tRNA						E4P33_RS00040
NZ_SPNK01000001.1	9493	9894		plus	thioredoxin domain-containing protein		64262787	protein-coding			WP_029603159.1	thioredoxin domain-containing protein	133	E4P33_RS00045
NZ_SPNK01000001.1	10038	10751		minus	VIT family protein		64262788	protein-coding			WP_019309696.1	VIT family protein	237	E4P33_RS00050
NZ_SPNK01000001.1	11011	12006		minus	hypothetical protein		64262789	protein-coding			WP_029603158.1	hypothetical protein	331	E4P33_RS00055
NZ_SPNK01000001.1	12392	14122		plus	DUF2079 domain-containing protein		64262790	protein-coding			WP_019309694.1	DUF2079 domain-containing protein	576	E4P33_RS00060
NZ_SPNK01000001.1	14279	16429		plus	DEAD/DEAH box helicase		64262791	protein-coding			WP_135009714.1	DEAD/DEAH box helicase	716	E4P33_RS00065
NZ_SPNK01000001.1	16809	16880		plus	tRNA-Thr		64262792	tRNA						E4P33_RS00070
NZ_SPNK01000001.1	16934	17007		plus	tRNA-Met		64262793	tRNA						E4P33_RS00075
NZ_SPNK01000001.1	17325	17774		plus	MaoC family dehydratase N-terminal domain-containing protein		64262794	protein-coding			WP_019309692.1	MaoC family dehydratase N-terminal domain-containing protein	149	E4P33_RS00080
NZ_SPNK01000001.1	17771	18253		plus	MaoC family dehydratase		64262795	protein-coding			WP_019309691.1	MaoC family dehydratase	160	E4P33_RS00085
NZ_SPNK01000001.1	18265	19539		plus	UDP-N-acetylmuramate dehydrogenase		64262796	protein-coding			WP_059281160.1	UDP-N-acetylmuramate dehydrogenase	424	E4P33_RS00090
NZ_SPNK01000001.1	19592	19999		plus	PGPGW domain-containing protein		64262797	protein-coding			WP_019309689.1	PGPGW domain-containing protein	135	E4P33_RS00095
NZ_SPNK01000001.1	20071	21207		minus	aspartate-semialdehyde dehydrogenase	asd	64262798	protein-coding			WP_082698356.1	aspartate-semialdehyde dehydrogenase	378	E4P33_RS00100
NZ_SPNK01000001.1	21389	21733		minus	GNAT family N-acetyltransferase		64262799	protein-coding			WP_059281422.1	GNAT family N-acetyltransferase	114	E4P33_RS00105
NZ_SPNK01000001.1	21771	22418		minus	dihydrofolate reductase		64262800	protein-coding			WP_019309686.1	dihydrofolate reductase	215	E4P33_RS00110
NZ_SPNK01000001.1	22415	23236		minus	thymidylate synthase		64262801	protein-coding			WP_019309685.1	thymidylate synthase	273	E4P33_RS00115
NZ_SPNK01000001.1	23315	24265		minus	NUDIX hydrolase		64262802	protein-coding			WP_135009716.1	NUDIX hydrolase	316	E4P33_RS00120
NZ_SPNK01000001.1	24344	25255		minus	mycothiol synthase	mshD	64262803	protein-coding			WP_019309683.1	mycothiol synthase	303	E4P33_RS00125
NZ_SPNK01000001.1	25290	25979		minus	response regulator transcription factor		64262804	protein-coding			WP_019309682.1	response regulator transcription factor	229	E4P33_RS00130
NZ_SPNK01000001.1	26233	26841		plus	hypothetical protein		64262805	protein-coding			WP_019309681.1	hypothetical protein	202	E4P33_RS00135
NZ_SPNK01000001.1	26957	27577		plus	FABP family protein		64262806	protein-coding			WP_019309679.1	FABP family protein	206	E4P33_RS00140
NZ_SPNK01000001.1	27574	28776		plus	folate-binding protein YgfZ		64262807	protein-coding			WP_019309678.1	folate-binding protein YgfZ	400	E4P33_RS00145
NZ_SPNK01000001.1	28892	29923		minus	ATP-dependent 6-phosphofructokinase		64262808	protein-coding			WP_019309677.1	ATP-dependent 6-phosphofructokinase	343	E4P33_RS00150
NZ_SPNK01000001.1	30151	31062		plus	polyphosphate kinase 2	ppk2	64262809	protein-coding			WP_029603156.1	polyphosphate kinase 2	303	E4P33_RS00155
NZ_SPNK01000001.1	31124	31786		plus	hypothetical protein		64262810	protein-coding			WP_059281395.1	hypothetical protein	220	E4P33_RS00160
NZ_SPNK01000001.1	31861	33342		plus	PepSY domain-containing protein		64262811	protein-coding			WP_135009718.1	PepSY domain-containing protein	493	E4P33_RS00165
NZ_SPNK01000001.1	33590	33958		minus	hypothetical protein		64262812	protein-coding			WP_059281397.1	hypothetical protein	122	E4P33_RS00170
NZ_SPNK01000001.1	33960	35171		minus	pyridoxal phosphate-dependent aminotransferase		64262813	protein-coding			WP_035885112.1	pyridoxal phosphate-dependent aminotransferase	403	E4P33_RS00175
NZ_SPNK01000001.1	35410	35482		plus	tRNA-Trp		64262814	tRNA						E4P33_RS00180
NZ_SPNK01000001.1	35546	35812		plus	preprotein translocase subunit SecE	secE	64262815	protein-coding			WP_019309671.1	preprotein translocase subunit SecE	88	E4P33_RS00185
NZ_SPNK01000001.1	35858	36742		plus	transcription termination/antitermination protein NusG	nusG	64262816	protein-coding			WP_059281398.1	transcription termination/antitermination protein NusG	294	E4P33_RS00190
NZ_SPNK01000001.1	36875	37306		plus	50S ribosomal protein L11	rplK	64262817	protein-coding			WP_019309669.1	50S ribosomal protein L11	143	E4P33_RS00195
NZ_SPNK01000001.1	37393	38103		plus	50S ribosomal protein L1	rplA	64262818	protein-coding			WP_019309668.1	50S ribosomal protein L1	236	E4P33_RS00200
NZ_SPNK01000001.1	38303	39478		plus	GNAT family N-acetyltransferase		64262819	protein-coding			WP_019309667.1	GNAT family N-acetyltransferase	391	E4P33_RS00205
NZ_SPNK01000001.1	39523	40656		minus	molybdopterin-binding protein		64262820	protein-coding			WP_019309666.1	molybdopterin-binding protein	377	E4P33_RS00210
NZ_SPNK01000001.1	40844	41107		minus	MoaD/ThiS family protein		64262821	protein-coding			WP_019309665.1	MoaD/ThiS family protein	87	E4P33_RS00215
NZ_SPNK01000001.1	41112	42188		minus	GTP 3',8-cyclase MoaA	moaA	64262822	protein-coding			WP_019309664.1	GTP 3',8-cyclase MoaA	358	E4P33_RS00220
NZ_SPNK01000001.1	42255	43604		plus	molybdopterin molybdotransferase MoeA		64262823	protein-coding			WP_019309663.1	molybdopterin molybdotransferase MoeA	449	E4P33_RS00225
NZ_SPNK01000001.1	43698	44195		plus	cyclic pyranopterin monophosphate synthase MoaC	moaC	64262824	protein-coding			WP_019309662.1	cyclic pyranopterin monophosphate synthase MoaC	165	E4P33_RS00230
NZ_SPNK01000001.1	44192	45388		plus	molybdenum cofactor biosynthesis protein MoaE		64262825	protein-coding			WP_019309661.1	molybdenum cofactor biosynthesis protein MoaE	398	E4P33_RS00235
NZ_SPNK01000001.1	45390	46226		plus	formate dehydrogenase accessory sulfurtransferase FdhD	fdhD	64262826	protein-coding			WP_019309660.1	formate dehydrogenase accessory sulfurtransferase FdhD	278	E4P33_RS00240
NZ_SPNK01000001.1	46642	47175		plus	50S ribosomal protein L10	rplJ	64262827	protein-coding			WP_019309659.1	50S ribosomal protein L10	177	E4P33_RS00245
NZ_SPNK01000001.1	47301	47687		plus	50S ribosomal protein L7/L12	rplL	64262828	protein-coding			WP_019309658.1	50S ribosomal protein L7/L12	128	E4P33_RS00250
NZ_SPNK01000001.1	48155	51049		plus	aminomethyl-transferring glycine dehydrogenase	gcvP	64262829	protein-coding			WP_135009720.1	aminomethyl-transferring glycine dehydrogenase	964	E4P33_RS00255
NZ_SPNK01000001.1	51049	52194		plus	glycine cleavage system aminomethyltransferase GcvT	gcvT	64262830	protein-coding			WP_019309656.1	glycine cleavage system aminomethyltransferase GcvT	381	E4P33_RS00260
NZ_SPNK01000001.1	52348	53091		plus	MBL fold metallo-hydrolase		64262831	protein-coding			WP_019309655.1	MBL fold metallo-hydrolase	247	E4P33_RS00265
